"日期","收盘","开盘","高","低","涨跌幅"
"2023-9-20","1.611","1.611","1.611","1.611","-0.86%"
"2023-9-19","1.625","1.625","1.625","1.625","-0.79%"
"2023-9-18","1.638","1.638","1.638","1.638","0.61%"
"2023-9-15","1.628","1.628","1.628","1.628","-0.06%"
"2023-9-14","1.629","1.629","1.629","1.629","0.31%"
"2023-9-13","1.624","1.624","1.624","1.624","-0.67%"
"2023-9-12","1.635","1.635","1.635","1.635","-0.55%"
"2023-9-11","1.644","1.644","1.644","1.644","1.17%"
"2023-9-8","1.625","1.625","1.625","1.625","-0.31%"
"2023-9-7","1.630","1.630","1.630","1.630","-0.91%"
"2023-9-6","1.645","1.645","1.645","1.645","-0.54%"
"2023-9-5","1.654","1.654","1.654","1.654","-0.66%"
"2023-9-4","1.665","1.665","1.665","1.665","1.28%"
"2023-9-1","1.644","1.644","1.644","1.644","0.74%"
"2023-8-31","1.632","1.632","1.632","1.632","-0.55%"
"2023-8-30","1.641","1.641","1.641","1.641","0.61%"
"2023-8-29","1.631","1.631","1.631","1.631","2.77%"
"2023-8-28","1.587","1.587","1.587","1.587","0.57%"
"2023-8-25","1.578","1.578","1.578","1.578","-0.94%"
"2023-8-24","1.593","1.593","1.593","1.593","-0.13%"
"2023-8-23","1.595","1.595","1.595","1.595","-1.48%"
"2023-8-22","1.619","1.619","1.619","1.619","0.31%"
"2023-8-21","1.614","1.614","1.614","1.614","-1.34%"
"2023-8-18","1.636","1.636","1.636","1.636","-1.27%"
"2023-8-17","1.657","1.657","1.657","1.657","0.79%"
"2023-8-16","1.644","1.644","1.644","1.644","-1.08%"
"2023-8-15","1.662","1.662","1.662","1.662","-0.36%"
"2023-8-14","1.668","1.668","1.668","1.668","0.42%"
"2023-8-11","1.661","1.661","1.661","1.661","-1.48%"
"2023-8-10","1.686","1.686","1.686","1.686","0.24%"
"2023-8-9","1.682","1.682","1.682","1.682","-0.94%"
"2023-8-8","1.698","1.698","1.698","1.698","0.00%"
"2023-8-7","1.698","1.698","1.698","1.698","-1.22%"
"2023-8-4","1.719","1.719","1.719","1.719","-0.29%"
"2023-8-3","1.724","1.724","1.724","1.724","0.23%"
"2023-8-2","1.720","1.720","1.720","1.720","-1.04%"
"2023-8-1","1.738","1.738","1.738","1.738","-0.63%"
"2023-7-31","1.749","1.749","1.749","1.749","0.52%"
"2023-7-28","1.740","1.740","1.740","1.740","1.28%"
"2023-7-27","1.718","1.718","1.718","1.718","-0.35%"
"2023-7-26","1.724","1.724","1.724","1.724","-0.40%"
"2023-7-25","1.731","1.731","1.731","1.731","1.82%"
"2023-7-24","1.700","1.700","1.700","1.700","0.00%"
"2023-7-21","1.700","1.700","1.700","1.700","-0.06%"
"2023-7-20","1.701","1.701","1.701","1.701","-0.76%"
"2023-7-19","1.714","1.714","1.714","1.714","0.23%"
"2023-7-18","1.710","1.710","1.710","1.710","-0.23%"
"2023-7-17","1.714","1.714","1.714","1.714","-0.06%"
"2023-7-14","1.715","1.715","1.715","1.715","-0.98%"
"2023-7-13","1.732","1.732","1.732","1.732","0.58%"
"2023-7-12","1.722","1.722","1.722","1.722","-0.92%"
"2023-7-11","1.738","1.738","1.738","1.738","0.17%"
"2023-7-10","1.735","1.735","1.735","1.735","0.06%"
"2023-7-7","1.734","1.734","1.734","1.734","0.00%"
"2023-7-6","1.734","1.734","1.734","1.734","-0.74%"
"2023-7-5","1.747","1.747","1.747","1.747","-0.80%"
"2023-7-4","1.761","1.761","1.761","1.761","-0.40%"
"2023-7-3","1.768","1.768","1.768","1.768","0.86%"
"2023-6-30","1.753","1.753","1.753","1.753","0.11%"
"2023-6-29","1.751","1.751","1.751","1.751","0.17%"
"2023-6-28","1.748","1.748","1.748","1.748","0.06%"
"2023-6-27","1.747","1.747","1.747","1.747","2.16%"
"2023-6-26","1.710","1.710","1.710","1.710","-1.84%"
"2023-6-21","1.742","1.742","1.742","1.742","-1.53%"
"2023-6-20","1.769","1.769","1.769","1.769","-0.62%"
"2023-6-19","1.780","1.780","1.780","1.780","-0.50%"
"2023-6-16","1.789","1.789","1.789","1.789","-0.33%"
"2023-6-15","1.795","1.795","1.795","1.795","0.34%"
"2023-6-14","1.789","1.789","1.789","1.789","0.45%"
"2023-6-13","1.781","1.781","1.781","1.781","-0.50%"
"2023-6-12","1.790","1.790","1.790","1.790","0.96%"
"2023-6-9","1.773","1.773","1.773","1.773","0.23%"
"2023-6-8","1.769","1.769","1.769","1.769","-0.17%"
"2023-6-7","1.772","1.772","1.772","1.772","0.80%"
"2023-6-6","1.758","1.758","1.758","1.758","-1.51%"
"2023-6-5","1.785","1.785","1.785","1.785","0.96%"
"2023-6-2","1.768","1.768","1.768","1.768","0.11%"
"2023-6-1","1.766","1.766","1.766","1.766","-0.73%"
"2023-5-31","1.779","1.779","1.779","1.779","-0.17%"
"2023-5-30","1.782","1.782","1.782","1.782","0.34%"
"2023-5-29","1.776","1.776","1.776","1.776","0.40%"
"2023-5-26","1.769","1.769","1.769","1.769","1.14%"
"2023-5-25","1.749","1.749","1.749","1.749","-0.68%"
"2023-5-24","1.761","1.761","1.761","1.761","-1.23%"
"2023-5-23","1.783","1.783","1.783","1.783","-1.16%"
"2023-5-22","1.804","1.804","1.804","1.804","1.06%"
"2023-5-19","1.785","1.785","1.785","1.785","0.45%"
"2023-5-18","1.777","1.777","1.777","1.777","0.17%"
"2023-5-17","1.774","1.774","1.774","1.774","0.06%"
"2023-5-16","1.773","1.773","1.773","1.773","-0.95%"
"2023-5-15","1.790","1.790","1.790","1.790","0.06%"
"2023-5-12","1.789","1.789","1.789","1.789","-0.06%"
"2023-5-11","1.790","1.790","1.790","1.790","-0.56%"
"2023-5-10","1.800","1.800","1.800","1.800","-0.94%"
"2023-5-9","1.817","1.817","1.817","1.817","-1.57%"
"2023-5-8","1.846","1.846","1.846","1.846","-0.05%"
"2023-5-5","1.847","1.847","1.847","1.847","-0.91%"
"2023-5-4","1.864","1.864","1.864","1.864","1.25%"
"2023-4-28","1.841","1.841","1.841","1.841","0.99%"
"2023-4-27","1.823","1.823","1.823","1.823","1.50%"
"2023-4-26","1.796","1.796","1.796","1.796","0.22%"
"2023-4-25","1.792","1.792","1.792","1.792","-0.72%"
"2023-4-24","1.805","1.805","1.805","1.805","-0.28%"
"2023-4-21","1.810","1.810","1.810","1.810","-1.52%"
"2023-4-20","1.838","1.838","1.838","1.838","-0.05%"
"2023-4-19","1.839","1.839","1.839","1.839","-1.02%"
"2023-4-18","1.858","1.858","1.858","1.858","0.81%"
"2023-4-17","1.843","1.843","1.843","1.843","1.54%"
"2023-4-14","1.815","1.815","1.815","1.815","-0.60%"
"2023-4-13","1.826","1.826","1.826","1.826","0.05%"
"2023-4-12","1.825","1.825","1.825","1.825","-0.65%"
"2023-4-11","1.837","1.837","1.837","1.837","0.00%"
"2023-4-10","1.837","1.837","1.837","1.837","-0.22%"
"2023-4-7","1.841","1.841","1.841","1.841","1.83%"
"2023-4-6","1.808","1.808","1.808","1.808","0.06%"
"2023-4-4","1.807","1.807","1.807","1.807","-0.06%"
"2023-4-3","1.808","1.808","1.808","1.808","-0.17%"
"2023-3-31","1.811","1.811","1.811","1.811","0.33%"
"2023-3-30","1.805","1.805","1.805","1.805","1.06%"
"2023-3-29","1.786","1.786","1.786","1.786","0.11%"
"2023-3-28","1.784","1.784","1.784","1.784","0.90%"
"2023-3-27","1.768","1.768","1.768","1.768","-0.17%"
"2023-3-24","1.771","1.771","1.771","1.771","-0.78%"
"2023-3-23","1.785","1.785","1.785","1.785","-0.50%"
"2023-3-22","1.794","1.794","1.794","1.794","0.11%"
"2023-3-21","1.792","1.792","1.792","1.792","1.93%"
"2023-3-20","1.758","1.758","1.758","1.758","-1.01%"
"2023-3-17","1.776","1.776","1.776","1.776","-0.34%"
"2023-3-16","1.782","1.782","1.782","1.782","-0.83%"
"2023-3-15","1.797","1.797","1.797","1.797","0.79%"
"2023-3-14","1.783","1.783","1.783","1.783","-1.55%"
"2023-3-13","1.811","1.811","1.811","1.811","1.57%"
"2023-3-10","1.783","1.783","1.783","1.783","-1.38%"
"2023-3-9","1.808","1.808","1.808","1.808","-0.93%"
"2023-3-8","1.825","1.825","1.825","1.825","-0.22%"
"2023-3-7","1.829","1.829","1.829","1.829","-2.14%"
"2023-3-6","1.869","1.869","1.869","1.869","-0.27%"
"2023-3-3","1.874","1.874","1.874","1.874","0.16%"
"2023-3-2","1.871","1.871","1.871","1.871","-0.21%"
"2023-3-1","1.875","1.875","1.875","1.875","0.86%"
"2023-2-28","1.859","1.859","1.859","1.859","0.81%"
"2023-2-24","1.844","1.844","1.844","1.844","-0.70%"
"2023-2-23","1.857","1.857","1.857","1.857","-0.16%"
"2023-2-22","1.860","1.860","1.860","1.860","0.00%"
"2023-2-21","1.860","1.860","1.860","1.860","0.05%"
"2023-2-20","1.859","1.859","1.859","1.859","2.31%"
"2023-2-17","1.817","1.817","1.817","1.817","-0.11%"
"2023-2-16","1.819","1.819","1.819","1.819","-0.93%"
"2023-2-15","1.836","1.836","1.836","1.836","-1.13%"
"2023-2-14","1.857","1.857","1.857","1.857","0.38%"
"2023-2-13","1.850","1.850","1.850","1.850","2.55%"
"2023-2-10","1.804","1.804","1.804","1.804","0.22%"
"2023-2-9","1.800","1.800","1.800","1.800","1.01%"
"2023-2-8","1.782","1.782","1.782","1.782","-0.11%"
"2023-2-7","1.784","1.784","1.784","1.784","0.06%"
"2023-2-6","1.783","1.783","1.783","1.783","-1.00%"
"2023-2-3","1.801","1.801","1.801","1.801","-0.66%"
"2023-2-2","1.813","1.813","1.813","1.813","0.22%"
"2023-2-1","1.809","1.809","1.809","1.809","0.39%"
"2023-1-31","1.802","1.802","1.802","1.802","-0.77%"
"2023-1-30","1.816","1.816","1.816","1.816","-0.33%"
"2023-1-20","1.822","1.822","1.822","1.822","0.33%"
"2023-1-19","1.816","1.816","1.816","1.816","0.89%"
"2023-1-18","1.800","1.800","1.800","1.800","-0.39%"
"2023-1-17","1.807","1.807","1.807","1.807","-0.88%"
"2023-1-16","1.823","1.823","1.823","1.823","0.39%"
"2023-1-13","1.816","1.816","1.816","1.816","1.68%"
"2023-1-12","1.786","1.786","1.786","1.786","-0.61%"
"2023-1-11","1.797","1.797","1.797","1.797","0.06%"
"2023-1-10","1.796","1.796","1.796","1.796","0.22%"
"2023-1-9","1.792","1.792","1.792","1.792","0.90%"
"2023-1-6","1.776","1.776","1.776","1.776","-1.00%"
"2023-1-5","1.794","1.794","1.794","1.794","1.13%"
"2023-1-4","1.774","1.774","1.774","1.774","1.55%"
"2023-1-3","1.747","1.747","1.747","1.747","1.10%"
"2022-12-31","1.728","1.728","1.728","1.728","0.00%"
"2022-12-30","1.728","1.728","1.728","1.728","0.35%"
"2022-12-29","1.722","1.722","1.722","1.722","-0.23%"
"2022-12-28","1.726","1.726","1.726","1.726","-0.29%"
"2022-12-27","1.731","1.731","1.731","1.731","0.70%"
"2022-12-26","1.719","1.719","1.719","1.719","0.35%"
"2022-12-23","1.713","1.713","1.713","1.713","0.35%"
"2022-12-22","1.707","1.707","1.707","1.707","-0.12%"
"2022-12-21","1.709","1.709","1.709","1.709","-0.18%"
"2022-12-20","1.712","1.712","1.712","1.712","-1.67%"
"2022-12-19","1.741","1.741","1.741","1.741","-2.03%"
"2022-12-16","1.777","1.777","1.777","1.777","-0.28%"
"2022-12-15","1.782","1.782","1.782","1.782","-0.39%"
"2022-12-14","1.789","1.789","1.789","1.789","-0.33%"
"2022-12-13","1.795","1.795","1.795","1.795","-0.33%"
"2022-12-12","1.801","1.801","1.801","1.801","-0.61%"
"2022-12-9","1.812","1.812","1.812","1.812","0.72%"
"2022-12-8","1.799","1.799","1.799","1.799","0.00%"
"2022-12-7","1.799","1.799","1.799","1.799","0.73%"
"2022-12-6","1.786","1.786","1.786","1.786","0.17%"
"2022-12-5","1.783","1.783","1.783","1.783","0.39%"
"2022-12-2","1.776","1.776","1.776","1.776","-0.22%"
"2022-12-1","1.780","1.780","1.780","1.780","0.62%"
"2022-11-30","1.769","1.769","1.769","1.769","-0.34%"
"2022-11-29","1.775","1.775","1.775","1.775","3.38%"
"2022-11-28","1.717","1.717","1.717","1.717","-0.23%"
"2022-11-25","1.721","1.721","1.721","1.721","-0.52%"
"2022-11-24","1.730","1.730","1.730","1.730","0.41%"
"2022-11-23","1.723","1.723","1.723","1.723","-1.03%"
"2022-11-22","1.741","1.741","1.741","1.741","-0.97%"
"2022-11-21","1.758","1.758","1.758","1.758","-0.85%"
"2022-11-18","1.773","1.773","1.773","1.773","-0.23%"
"2022-11-17","1.777","1.777","1.777","1.777","0.79%"
"2022-11-16","1.763","1.763","1.763","1.763","-0.28%"
"2022-11-15","1.768","1.768","1.768","1.768","1.49%"
"2022-11-14","1.742","1.742","1.742","1.742","-0.29%"
"2022-11-11","1.747","1.747","1.747","1.747","1.16%"
"2022-11-10","1.727","1.727","1.727","1.727","-0.75%"
"2022-11-9","1.740","1.740","1.740","1.740","-0.06%"
"2022-11-8","1.741","1.741","1.741","1.741","-0.46%"
"2022-11-7","1.749","1.749","1.749","1.749","-0.40%"
"2022-11-4","1.756","1.756","1.756","1.756","2.15%"
"2022-11-3","1.719","1.719","1.719","1.719","-0.17%"
"2022-11-2","1.722","1.722","1.722","1.722","1.18%"
"2022-11-1","1.702","1.702","1.702","1.702","2.47%"
"2022-10-31","1.661","1.661","1.661","1.661","-1.13%"
"2022-10-28","1.680","1.680","1.680","1.680","-2.15%"
"2022-10-27","1.717","1.717","1.717","1.717","-0.29%"
"2022-10-26","1.722","1.722","1.722","1.722","0.35%"
"2022-10-25","1.716","1.716","1.716","1.716","0.00%"
"2022-10-24","1.716","1.716","1.716","1.716","-2.89%"
"2022-10-21","1.767","1.767","1.767","1.767","0.74%"
"2022-10-20","1.754","1.754","1.754","1.754","-0.40%"
"2022-10-19","1.761","1.761","1.761","1.761","-1.89%"
"2022-10-18","1.795","1.795","1.795","1.795","1.01%"
"2022-10-17","1.777","1.777","1.777","1.777","0.45%"
"2022-10-14","1.769","1.769","1.769","1.769","1.61%"
"2022-10-13","1.741","1.741","1.741","1.741","0.06%"
"2022-10-12","1.740","1.740","1.740","1.740","1.34%"
"2022-10-11","1.717","1.717","1.717","1.717","-0.81%"
"2022-10-10","1.731","1.731","1.731","1.731","-0.63%"
"2022-9-30","1.742","1.742","1.742","1.742","-0.74%"
"2022-9-29","1.755","1.755","1.755","1.755","-0.62%"
"2022-9-28","1.766","1.766","1.766","1.766","-1.67%"
"2022-9-27","1.796","1.796","1.796","1.796","3.22%"
"2022-9-26","1.740","1.740","1.740","1.740","-0.11%"
"2022-9-23","1.742","1.742","1.742","1.742","-1.08%"
"2022-9-22","1.761","1.761","1.761","1.761","-0.90%"
"2022-9-21","1.777","1.777","1.777","1.777","-0.50%"
"2022-9-20","1.786","1.786","1.786","1.786","0.00%"
"2022-9-19","1.786","1.786","1.786","1.786","0.17%"
"2022-9-16","1.783","1.783","1.783","1.783","-2.35%"
"2022-9-15","1.826","1.826","1.826","1.826","-0.54%"
"2022-9-14","1.836","1.836","1.836","1.836","-0.97%"
"2022-9-13","1.854","1.854","1.854","1.854","0.49%"
"2022-9-9","1.845","1.845","1.845","1.845","1.15%"
"2022-9-8","1.824","1.824","1.824","1.824","0.00%"
"2022-9-7","1.824","1.824","1.824","1.824","-0.16%"
"2022-9-6","1.827","1.827","1.827","1.827","1.95%"
"2022-9-5","1.792","1.792","1.792","1.792","-0.28%"
"2022-9-2","1.797","1.797","1.797","1.797","0.22%"
"2022-9-1","1.793","1.793","1.793","1.793","-0.61%"
"2022-8-31","1.804","1.804","1.804","1.804","-0.99%"
"2022-8-30","1.822","1.822","1.822","1.822","0.55%"
"2022-8-29","1.812","1.812","1.812","1.812","0.39%"
"2022-8-26","1.805","1.805","1.805","1.805","0.33%"
"2022-8-25","1.799","1.799","1.799","1.799","1.18%"
"2022-8-24","1.778","1.778","1.778","1.778","-1.66%"
"2022-8-23","1.808","1.808","1.808","1.808","-0.39%"
"2022-8-22","1.815","1.815","1.815","1.815","1.06%"
"2022-8-19","1.796","1.796","1.796","1.796","0.28%"
"2022-8-18","1.791","1.791","1.791","1.791","-0.83%"
"2022-8-17","1.806","1.806","1.806","1.806","1.01%"
"2022-8-16","1.788","1.788","1.788","1.788","0.00%"
"2022-8-15","1.788","1.788","1.788","1.788","-0.45%"
"2022-8-12","1.796","1.796","1.796","1.796","0.50%"
"2022-8-11","1.787","1.787","1.787","1.787","1.82%"
"2022-8-10","1.755","1.755","1.755","1.755","-1.02%"
"2022-8-9","1.773","1.773","1.773","1.773","-0.06%"
"2022-8-8","1.774","1.774","1.774","1.774","-0.28%"
"2022-8-5","1.779","1.779","1.779","1.779","1.14%"
"2022-8-4","1.759","1.759","1.759","1.759","0.69%"
"2022-8-3","1.747","1.747","1.747","1.747","-1.24%"
"2022-8-2","1.769","1.769","1.769","1.769","-1.89%"
"2022-8-1","1.803","1.803","1.803","1.803","-0.06%"
"2022-7-29","1.804","1.804","1.804","1.804","-1.64%"
"2022-7-28","1.834","1.834","1.834","1.834","-0.43%"
"2022-7-27","1.842","1.842","1.842","1.842","-0.81%"
"2022-7-26","1.857","1.857","1.857","1.857","1.87%"
"2022-7-25","1.823","1.823","1.823","1.823","-0.11%"
"2022-7-22","1.825","1.825","1.825","1.825","-0.44%"
"2022-7-21","1.833","1.833","1.833","1.833","-1.19%"
"2022-7-20","1.855","1.855","1.855","1.855","0.76%"
"2022-7-19","1.841","1.841","1.841","1.841","0.00%"
"2022-7-18","1.841","1.841","1.841","1.841","1.10%"
"2022-7-15","1.821","1.821","1.821","1.821","-1.78%"
"2022-7-14","1.854","1.854","1.854","1.854","-0.91%"
"2022-7-13","1.871","1.871","1.871","1.871","-0.16%"
"2022-7-12","1.874","1.874","1.874","1.874","-0.64%"
"2022-7-11","1.886","1.886","1.886","1.886","-0.58%"
"2022-7-8","1.897","1.897","1.897","1.897","0.48%"
"2022-7-7","1.888","1.888","1.888","1.888","0.11%"
"2022-7-6","1.886","1.886","1.886","1.886","-1.77%"
"2022-7-5","1.920","1.920","1.920","1.920","-0.47%"
"2022-7-4","1.929","1.929","1.929","1.929","0.73%"
"2022-7-1","1.915","1.915","1.915","1.915","-0.78%"
"2022-6-30","1.930","1.930","1.930","1.930","2.22%"
"2022-6-29","1.888","1.888","1.888","1.888","-0.47%"
"2022-6-28","1.897","1.897","1.897","1.897","0.96%"
"2022-6-27","1.879","1.879","1.879","1.879","1.62%"
"2022-6-24","1.849","1.849","1.849","1.849","0.38%"
"2022-6-23","1.842","1.842","1.842","1.842","0.55%"
"2022-6-22","1.832","1.832","1.832","1.832","-0.87%"
"2022-6-21","1.848","1.848","1.848","1.848","-0.05%"
"2022-6-20","1.849","1.849","1.849","1.849","1.26%"
"2022-6-17","1.826","1.826","1.826","1.826","-0.33%"
"2022-6-16","1.832","1.832","1.832","1.832","0.05%"
"2022-6-15","1.831","1.831","1.831","1.831","0.83%"
"2022-6-14","1.816","1.816","1.816","1.816","0.78%"
"2022-6-13","1.802","1.802","1.802","1.802","-1.04%"
"2022-6-10","1.821","1.821","1.821","1.821","0.66%"
"2022-6-9","1.809","1.809","1.809","1.809","-0.60%"
"2022-6-8","1.820","1.820","1.820","1.820","0.17%"
"2022-6-7","1.817","1.817","1.817","1.817","1.28%"
"2022-6-6","1.794","1.794","1.794","1.794","0.11%"
"2022-6-2","1.792","1.792","1.792","1.792","-0.61%"
"2022-6-1","1.803","1.803","1.803","1.803","-0.33%"
"2022-5-31","1.809","1.809","1.809","1.809","0.44%"
"2022-5-30","1.801","1.801","1.801","1.801","0.95%"
"2022-5-27","1.784","1.784","1.784","1.784","-0.22%"
"2022-5-26","1.788","1.788","1.788","1.788","1.07%"
"2022-5-25","1.769","1.769","1.769","1.769","1.32%"
"2022-5-24","1.746","1.746","1.746","1.746","-2.40%"
"2022-5-23","1.789","1.789","1.789","1.789","-1.00%"
"2022-5-20","1.807","1.807","1.807","1.807","1.29%"
"2022-5-19","1.784","1.784","1.784","1.784","-0.28%"
"2022-5-18","1.789","1.789","1.789","1.789","-0.33%"
"2022-5-17","1.795","1.795","1.795","1.795","-0.39%"
"2022-5-16","1.802","1.802","1.802","1.802","0.39%"
"2022-5-13","1.795","1.795","1.795","1.795","0.90%"
"2022-5-12","1.779","1.779","1.779","1.779","0.62%"
"2022-5-11","1.768","1.768","1.768","1.768","-0.56%"
"2022-5-10","1.778","1.778","1.778","1.778","1.02%"
"2022-5-9","1.760","1.760","1.760","1.760","0.46%"
"2022-5-6","1.752","1.752","1.752","1.752","-2.45%"
"2022-5-5","1.796","1.796","1.796","1.796","1.18%"
"2022-4-29","1.775","1.775","1.775","1.775","1.66%"
"2022-4-28","1.746","1.746","1.746","1.746","0.81%"
"2022-4-27","1.732","1.732","1.732","1.732","1.58%"
"2022-4-26","1.705","1.705","1.705","1.705","-0.35%"
"2022-4-25","1.711","1.711","1.711","1.711","-5.10%"
"2022-4-22","1.803","1.803","1.803","1.803","0.39%"
"2022-4-21","1.796","1.796","1.796","1.796","-3.13%"
"2022-4-20","1.854","1.854","1.854","1.854","-1.38%"
"2022-4-19","1.880","1.880","1.880","1.880","0.64%"
"2022-4-18","1.868","1.868","1.868","1.868","-0.59%"
"2022-4-15","1.879","1.879","1.879","1.879","-0.53%"
"2022-4-14","1.889","1.889","1.889","1.889","1.29%"
"2022-4-13","1.865","1.865","1.865","1.865","-1.37%"
"2022-4-12","1.891","1.891","1.891","1.891","1.72%"
"2022-4-11","1.859","1.859","1.859","1.859","-1.17%"
"2022-4-8","1.881","1.881","1.881","1.881","0.48%"
"2022-4-7","1.872","1.872","1.872","1.872","-2.04%"
"2022-4-6","1.911","1.911","1.911","1.911","1.38%"
"2022-4-1","1.885","1.885","1.885","1.885","1.24%"
"2022-3-31","1.862","1.862","1.862","1.862","-0.21%"
"2022-3-30","1.866","1.866","1.866","1.866","1.63%"
"2022-3-29","1.836","1.836","1.836","1.836","-0.05%"
"2022-3-28","1.837","1.837","1.837","1.837","0.66%"
"2022-3-25","1.825","1.825","1.825","1.825","-0.87%"
"2022-3-24","1.841","1.841","1.841","1.841","-0.91%"
"2022-3-23","1.858","1.858","1.858","1.858","0.38%"
"2022-3-22","1.851","1.851","1.851","1.851","0.54%"
"2022-3-21","1.841","1.841","1.841","1.841","-0.16%"
"2022-3-18","1.844","1.844","1.844","1.844","3.07%"
"2022-3-17","1.789","1.789","1.789","1.789","1.65%"
"2022-3-16","1.760","1.760","1.760","1.760","3.29%"
"2022-3-15","1.704","1.704","1.704","1.704","-5.60%"
"2022-3-14","1.805","1.805","1.805","1.805","-2.85%"
"2022-3-11","1.858","1.858","1.858","1.858","1.42%"
"2022-3-10","1.832","1.832","1.832","1.832","1.22%"
"2022-3-9","1.810","1.810","1.810","1.810","-1.15%"
"2022-3-8","1.831","1.831","1.831","1.831","-2.71%"
"2022-3-7","1.882","1.882","1.882","1.882","-2.03%"
"2022-3-4","1.921","1.921","1.921","1.921","-1.18%"
"2022-3-3","1.944","1.944","1.944","1.944","0.57%"
"2022-3-2","1.933","1.933","1.933","1.933","0.42%"
"2022-3-1","1.925","1.925","1.925","1.925","1.32%"
"2022-2-28","1.900","1.900","1.900","1.900","0.05%"
"2022-2-25","1.899","1.899","1.899","1.899","0.16%"
"2022-2-24","1.896","1.896","1.896","1.896","-2.27%"
"2022-2-23","1.940","1.940","1.940","1.940","-0.15%"
"2022-2-22","1.943","1.943","1.943","1.943","-1.77%"
"2022-2-21","1.978","1.978","1.978","1.978","0.20%"
"2022-2-18","1.974","1.974","1.974","1.974","1.28%"
"2022-2-17","1.949","1.949","1.949","1.949","-1.02%"
"2022-2-16","1.969","1.969","1.969","1.969","0.25%"
"2022-2-15","1.964","1.964","1.964","1.964","0.20%"
"2022-2-14","1.960","1.960","1.960","1.960","-1.31%"
"2022-2-11","1.986","1.986","1.986","1.986","-1.59%"
"2022-2-10","2.018","2.018","2.018","2.018","0.30%"
"2022-2-9","2.012","2.012","2.012","2.012","1.93%"
"2022-2-8","1.974","1.974","1.974","1.974","0.30%"
"2022-2-7","1.968","1.968","1.968","1.968","1.29%"
"2022-1-28","1.943","1.943","1.943","1.943","0.15%"
"2022-1-27","1.940","1.940","1.940","1.940","-2.32%"
"2022-1-26","1.986","1.986","1.986","1.986","0.46%"
"2022-1-25","1.977","1.977","1.977","1.977","-3.04%"
"2022-1-24","2.039","2.039","2.039","2.039","0.00%"
"2022-1-21","2.039","2.039","2.039","2.039","-1.12%"
"2022-1-20","2.062","2.062","2.062","2.062","-1.15%"
"2022-1-19","2.086","2.086","2.086","2.086","-0.38%"
"2022-1-18","2.094","2.094","2.094","2.094","0.48%"
"2022-1-17","2.084","2.084","2.084","2.084","0.87%"
"2022-1-14","2.066","2.066","2.066","2.066","-0.53%"
"2022-1-13","2.077","2.077","2.077","2.077","-1.84%"
"2022-1-12","2.116","2.116","2.116","2.116","0.33%"
"2022-1-11","2.109","2.109","2.109","2.109","0.14%"
"2022-1-10","2.106","2.106","2.106","2.106","0.72%"
"2022-1-7","2.091","2.091","2.091","2.091","-0.14%"
"2022-1-6","2.094","2.094","2.094","2.094","0.48%"
"2022-1-5","2.084","2.084","2.084","2.084","-0.90%"
"2022-1-4","2.103","2.103","2.103","2.103","0.72%"
"2021-12-31","2.088","2.088","2.088","2.088","1.51%"
"2021-12-30","2.057","2.057","2.057","2.057","0.64%"
"2021-12-29","2.044","2.044","2.044","2.044","-0.92%"
"2021-12-28","2.063","2.063","2.063","2.063","0.49%"
"2021-12-27","2.053","2.053","2.053","2.053","0.20%"
"2021-12-24","2.049","2.049","2.049","2.049","-0.24%"
"2021-12-23","2.054","2.054","2.054","2.054","-0.24%"
"2021-12-22","2.059","2.059","2.059","2.059","0.68%"
"2021-12-21","2.045","2.045","2.045","2.045","1.29%"
"2021-12-20","2.019","2.019","2.019","2.019","-0.64%"
"2021-12-17","2.032","2.032","2.032","2.032","-0.97%"
"2021-12-16","2.052","2.052","2.052","2.052","0.79%"
"2021-12-15","2.036","2.036","2.036","2.036","-0.49%"
"2021-12-14","2.046","2.046","2.046","2.046","-0.82%"
"2021-12-13","2.063","2.063","2.063","2.063","-0.15%"
"2021-12-10","2.066","2.066","2.066","2.066","-0.19%"
"2021-12-9","2.070","2.070","2.070","2.070","0.58%"
"2021-12-8","2.058","2.058","2.058","2.058","1.13%"
"2021-12-7","2.035","2.035","2.035","2.035","0.10%"
"2021-12-6","2.033","2.033","2.033","2.033","-0.73%"
"2021-12-3","2.048","2.048","2.048","2.048","0.99%"
"2021-12-2","2.028","2.028","2.028","2.028","-0.20%"
"2021-12-1","2.032","2.032","2.032","2.032","0.44%"
"2021-11-30","2.023","2.023","2.023","2.023","-0.15%"
"2021-11-29","2.026","2.026","2.026","2.026","-0.30%"
"2021-11-26","2.032","2.032","2.032","2.032","-0.39%"
"2021-11-25","2.040","2.040","2.040","2.040","-0.29%"
"2021-11-24","2.046","2.046","2.046","2.046","0.05%"
"2021-11-23","2.045","2.045","2.045","2.045","-0.29%"
"2021-11-22","2.051","2.051","2.051","2.051","0.05%"
"2021-11-19","2.050","2.050","2.050","2.050","1.28%"
"2021-11-18","2.024","2.024","2.024","2.024","-1.27%"
"2021-11-17","2.050","2.050","2.050","2.050","0.39%"
"2021-11-16","2.042","2.042","2.042","2.042","0.15%"
"2021-11-15","2.039","2.039","2.039","2.039","-0.20%"
"2021-11-12","2.043","2.043","2.043","2.043","0.25%"
"2021-11-11","2.038","2.038","2.038","2.038","1.34%"
"2021-11-10","2.011","2.011","2.011","2.011","-0.40%"
"2021-11-9","2.019","2.019","2.019","2.019","0.50%"
"2021-11-8","2.009","2.009","2.009","2.009","0.15%"
