"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2023-12-27","53.18","52.72","53.39","52.01","918.93K","1.10%"
"2023-12-26","52.60","52.91","53.07","52.09","700.67K","-0.57%"
"2023-12-25","52.90","52.90","54.12","52.67","1.00M","-0.36%"
"2023-12-22","53.09","53.10","53.63","52.77","971.20K","0.02%"
"2023-12-21","53.08","52.60","53.42","52.40","1.02M","0.70%"
"2023-12-20","52.71","53.37","53.48","52.67","638.24K","-0.58%"
"2023-12-19","53.02","52.99","53.38","52.52","811.20K","0.00%"
"2023-12-18","53.02","52.58","53.41","51.75","1.22M","0.95%"
"2023-12-15","52.52","53.17","53.60","52.32","965.36K","-1.22%"
"2023-12-14","53.17","53.15","53.59","52.56","1.03M","0.34%"
"2023-12-13","52.99","53.27","53.66","52.77","763.67K","-0.53%"
"2023-12-12","53.27","53.50","53.87","52.81","945.57K","-0.36%"
"2023-12-11","53.46","53.04","53.76","52.26","2.15M","0.15%"
"2023-12-8","53.38","52.76","53.82","52.40","2.99M","0.91%"
"2023-12-7","52.90","53.93","54.06","52.83","2.17M","-2.20%"
"2023-12-6","54.09","53.49","54.50","53.35","1.07M","0.32%"
"2023-12-5","53.92","53.80","54.55","53.32","1.15M","-0.09%"
"2023-12-4","53.97","53.00","54.10","52.83","1.72M","1.43%"
"2023-12-1","53.21","52.31","53.21","52.16","1.79M","1.82%"
"2023-11-30","52.26","52.24","52.65","51.72","1.56M","0.42%"
"2023-11-29","52.04","51.56","52.45","51.24","1.10M","1.34%"
"2023-11-28","51.35","50.80","51.64","50.50","1.32M","1.06%"
"2023-11-27","50.81","51.02","51.26","50.51","1.57M","-0.88%"
"2023-11-24","51.26","50.51","51.30","50.28","1.04M","1.16%"
"2023-11-23","50.67","49.83","50.88","49.56","789.47K","1.46%"
"2023-11-22","49.94","49.66","50.36","49.54","640.10K","-0.32%"
"2023-11-21","50.10","50.49","50.98","50.00","1.27M","-0.75%"
"2023-11-20","50.48","49.33","50.55","49.22","1.35M","2.33%"
"2023-11-17","49.33","49.10","49.61","49.00","574.85K","0.14%"
"2023-11-16","49.26","48.82","49.60","48.75","971.35K","0.61%"
"2023-11-15","48.96","48.99","49.36","48.75","1.01M","0.25%"
"2023-11-14","48.84","49.61","49.62","48.60","1.22M","-1.15%"
"2023-11-13","49.41","50.49","50.49","48.75","1.27M","-2.16%"
"2023-11-10","50.50","50.53","50.58","49.91","891.10K","-0.22%"
"2023-11-9","50.61","50.49","50.80","49.99","1.04M","0.22%"
"2023-11-8","50.50","49.69","50.50","49.54","1.08M","1.67%"
"2023-11-7","49.67","50.57","50.60","48.99","1.73M","0.69%"
"2023-11-6","49.33","49.76","50.10","49.02","1.77M","-0.46%"
"2023-11-3","49.56","49.54","50.21","49.40","1.51M","-1.16%"
"2023-11-2","50.14","50.46","50.87","49.55","1.46M","-0.71%"
"2023-11-1","50.50","50.37","50.93","49.87","2.32M","0.74%"
"2023-10-31","50.13","50.52","50.52","49.48","1.82M","0.06%"
"2023-10-30","50.10","51.00","51.04","49.80","2.20M","-1.76%"
"2023-10-27","51.00","49.46","51.30","48.57","4.48M","9.28%"
"2023-10-26","46.67","45.82","46.78","45.60","775.73K","1.46%"
"2023-10-25","46.00","45.77","46.79","45.66","1.30M","0.79%"
"2023-10-24","45.64","45.06","45.88","44.62","1.48M","1.31%"
"2023-10-23","45.05","46.00","46.13","44.72","927.80K","-2.38%"
"2023-10-20","46.15","45.99","46.70","45.80","941.30K","-0.17%"
"2023-10-19","46.23","46.39","46.51","45.90","844.30K","-0.58%"
"2023-10-18","46.50","46.25","46.70","46.01","947.02K","0.30%"
"2023-10-17","46.36","45.25","46.55","45.00","1.18M","2.45%"
"2023-10-16","45.25","45.33","45.60","44.95","1.39M","-0.11%"
"2023-10-13","45.30","45.86","45.94","45.19","1.11M","-1.41%"
"2023-10-12","45.95","45.88","46.35","45.88","952.49K","0.28%"
"2023-10-11","45.82","46.22","46.67","45.82","1.49M","-1.36%"
"2023-10-10","46.45","47.85","47.98","46.30","1.08M","-2.70%"
"2023-10-9","47.74","48.25","48.34","47.31","1.24M","-1.53%"
"2023-9-28","48.48","48.71","48.98","48.28","1.41M","-0.27%"
"2023-9-27","48.61","48.92","49.19","48.32","1.07M","-0.08%"
"2023-9-26","48.65","48.99","49.25","48.54","1.16M","-1.08%"
"2023-9-25","49.18","50.08","50.17","48.93","1.77M","-1.50%"
"2023-9-22","49.93","49.70","50.90","49.48","1.90M","0.00%"
"2023-9-21","49.93","49.14","50.42","48.83","2.38M","1.42%"
"2023-9-20","49.23","49.34","49.70","48.70","1.73M","0.51%"
"2023-9-19","48.98","48.06","49.32","47.96","2.25M","1.41%"
"2023-9-18","48.30","47.01","48.49","46.94","1.58M","1.53%"
"2023-9-15","47.57","48.28","48.46","47.05","1.49M","-1.12%"
"2023-9-14","48.11","48.11","48.60","47.70","1.27M","-0.72%"
"2023-9-13","48.46","48.58","48.92","48.21","1.19M","-0.27%"
"2023-9-12","48.59","47.28","48.98","47.11","1.78M","2.71%"
"2023-9-11","47.31","48.06","48.86","47.30","2.57M","-0.80%"
"2023-9-8","47.69","47.33","48.10","47.03","1.88M","0.10%"
"2023-9-7","47.64","47.78","48.06","47.35","1.41M","-0.23%"
"2023-9-6","47.75","47.83","47.96","47.28","1.53M","-0.17%"
"2023-9-5","47.83","48.06","48.10","47.40","1.76M","-0.31%"
"2023-9-4","47.98","48.60","48.70","47.53","2.28M","-0.37%"
"2023-9-1","48.16","47.86","48.59","47.30","1.54M","1.16%"
"2023-8-31","47.61","48.39","48.68","47.25","1.24M","-0.77%"
"2023-8-30","47.98","47.29","48.50","47.29","984.48K","1.44%"
"2023-8-29","47.30","46.78","47.77","46.58","1.50M","0.68%"
"2023-8-28","46.98","48.85","48.93","46.96","1.58M","0.28%"
"2023-8-25","46.85","47.41","47.62","46.66","877.40K","-1.31%"
"2023-8-24","47.47","46.75","48.23","46.75","1.01M","1.19%"
"2023-8-23","46.91","47.21","47.47","46.85","1.41M","-0.28%"
"2023-8-22","47.04","47.69","47.87","47.02","1.25M","-1.36%"
"2023-8-21","47.69","47.94","48.50","47.63","1.38M","-0.65%"
"2023-8-18","48.00","48.51","48.80","48.00","1.10M","-1.52%"
"2023-8-17","48.74","48.30","48.95","47.80","1.18M","1.12%"
"2023-8-16","48.20","48.85","49.21","48.15","1.51M","-1.29%"
"2023-8-15","48.83","49.59","49.75","48.65","1.55M","-1.43%"
"2023-8-14","49.54","49.18","49.73","48.50","994.84K","-0.14%"
"2023-8-11","49.61","49.88","50.09","49.27","1.31M","-0.52%"
"2023-8-10","49.87","50.50","50.66","49.28","2.22M","-1.56%"
"2023-8-9","50.66","51.55","51.55","50.26","1.52M","-1.46%"
"2023-8-8","51.41","51.02","51.64","50.71","1.27M","0.53%"
"2023-8-7","51.14","50.46","51.47","49.89","1.90M","0.63%"
"2023-8-4","50.82","50.95","51.36","50.56","1.46M","0.04%"
"2023-8-3","50.80","50.82","51.18","50.40","1.79M","-0.04%"
"2023-8-2","50.82","50.21","51.20","49.50","1.47M","0.22%"
"2023-8-1","50.71","50.00","51.28","49.81","1.74M","1.40%"
"2023-7-31","50.01","50.16","51.44","49.52","2.33M","0.40%"
"2023-7-28","49.81","48.99","50.13","48.22","2.24M","2.34%"
"2023-7-27","48.67","50.98","51.13","48.51","3.59M","-1.12%"
"2023-7-26","49.22","49.66","49.78","49.00","1.56M","-1.50%"
"2023-7-25","49.97","50.50","51.10","49.31","2.52M","-0.30%"
"2023-7-24","50.12","50.17","50.67","49.54","1.42M","-0.81%"
"2023-7-21","50.53","51.15","51.39","50.25","1.48M","-1.19%"
"2023-7-20","51.14","51.79","51.98","51.00","756.13K","-1.24%"
"2023-7-19","51.78","51.86","52.41","51.45","702.37K","-0.65%"
"2023-7-18","52.12","51.50","52.41","51.02","1.01M","1.26%"
"2023-7-17","51.47","52.19","52.47","50.93","734.56K","-0.46%"
"2023-7-14","51.71","52.79","52.95","51.48","815.43K","-2.05%"
"2023-7-13","52.79","52.50","53.27","52.30","757.62K","0.36%"
"2023-7-12","52.60","52.29","52.85","51.81","676.02K","0.61%"
"2023-7-11","52.28","52.46","52.88","52.05","977.10K","-0.36%"
"2023-7-10","52.47","52.05","52.58","51.24","1.19M","0.88%"
"2023-7-7","52.01","51.99","52.17","51.61","843.60K","0.44%"
"2023-7-6","51.78","51.99","52.56","51.50","1.41M","0.06%"
"2023-7-5","51.75","51.95","52.19","51.23","1.20M","-0.46%"
"2023-7-4","51.99","51.31","52.07","50.88","1.39M","1.33%"
"2023-7-3","51.31","50.00","51.85","49.40","1.62M","2.62%"
"2023-6-30","50.00","51.19","51.19","49.82","1.28M","-1.32%"
"2023-6-29","50.67","51.29","51.44","50.51","971.13K","-1.27%"
"2023-6-28","51.32","50.80","51.36","50.44","1.31M","2.19%"
"2023-6-27","50.22","49.01","50.68","48.99","1.50M","2.26%"
"2023-6-26","49.11","48.99","49.45","48.69","1.11M","-0.39%"
"2023-6-21","49.30","48.97","49.65","48.73","1.13M","0.14%"
"2023-6-20","49.23","48.89","49.61","48.79","999.30K","0.74%"
"2023-6-19","48.87","49.40","49.41","48.52","967.65K","-0.65%"
"2023-6-16","49.19","49.99","50.45","49.18","1.51M","-1.17%"
"2023-6-15","49.77","49.19","49.93","48.83","1.40M","1.88%"
"2023-6-14","48.85","48.00","49.20","47.74","1.76M","2.22%"
"2023-6-13","47.79","47.88","48.20","47.27","2.02M","0.67%"
"2023-6-12","47.47","46.02","48.19","44.72","2.98M","1.35%"
"2023-6-9","46.84","46.89","47.00","45.53","4.57M","0.30%"
"2023-6-8","46.70","45.86","46.86","45.82","2.74M","1.26%"
"2023-6-7","46.12","45.79","46.40","45.50","1.63M","0.44%"
"2023-6-6","45.92","45.51","46.45","45.36","1.57M","0.88%"
"2023-6-5","45.52","45.65","45.69","45.01","1.12M","-0.42%"
"2023-6-2","45.71","44.56","45.94","44.30","1.98M","2.72%"
"2023-6-1","44.50","44.50","45.27","44.40","1.52M","-0.47%"
"2023-5-31","44.71","45.86","46.00","44.30","1.75M","-2.59%"
"2023-5-30","45.90","46.90","46.90","45.40","1.59M","-2.53%"
"2023-5-29","47.09","47.30","47.87","46.83","1.56M","-0.70%"
"2023-5-26","47.42","49.42","49.42","46.86","1.57M","-10.22%"
"2023-5-25","52.82","52.53","52.82","51.78","1.67M","0.13%"
"2023-5-24","52.75","53.88","53.88","52.70","1.32M","-2.31%"
"2023-5-23","54.00","54.44","55.02","53.80","1.93M","-0.28%"
"2023-5-22","54.15","52.50","54.45","52.04","1.73M","3.44%"
"2023-5-19","52.35","50.90","53.46","50.10","1.80M","4.45%"
"2023-5-18","50.12","50.45","50.67","50.00","498.48K","-0.38%"
"2023-5-17","50.31","50.06","50.45","50.02","653.35K","0.30%"
"2023-5-16","50.16","50.40","50.48","50.02","551.80K","-0.48%"
"2023-5-15","50.40","51.31","51.31","50.15","796.00K","-0.28%"
"2023-5-12","50.54","50.31","51.65","50.22","727.23K","-0.02%"
"2023-5-11","50.55","50.85","50.90","50.22","555.70K","-0.34%"
"2023-5-10","50.72","50.30","51.18","50.17","1.05M","0.50%"
"2023-5-9","50.47","50.19","51.68","50.15","1.06M","0.22%"
"2023-5-8","50.36","51.20","51.60","50.15","1.67M","-1.66%"
"2023-5-5","51.21","50.58","51.70","50.15","1.89M","0.75%"
"2023-5-4","50.83","51.30","52.49","50.15","2.83M","-1.30%"
"2023-4-28","51.50","51.22","52.92","50.92","3.94M","-4.70%"
"2023-4-27","54.04","52.67","54.50","52.18","1.61M","3.05%"
"2023-4-26","52.44","52.71","53.26","51.51","1.48M","-0.51%"
"2023-4-25","52.71","51.80","53.40","51.80","1.42M","1.66%"
"2023-4-24","51.85","51.63","52.37","51.60","1.57M","-0.38%"
"2023-4-21","52.05","53.30","53.68","52.05","1.14M","-2.01%"
"2023-4-20","53.12","53.73","53.73","52.82","780.40K","0.06%"
"2023-4-19","53.09","53.88","54.00","52.90","1.03M","-1.67%"
"2023-4-18","53.99","53.24","54.25","53.01","1.40M","1.39%"
"2023-4-17","53.25","52.60","53.35","51.95","1.49M","2.70%"
"2023-4-14","51.85","52.51","52.74","51.75","924.75K","-0.58%"
"2023-4-13","52.15","51.36","52.62","51.18","1.95M","1.09%"
"2023-4-12","51.59","51.69","52.24","51.30","1.86M","-0.64%"
"2023-4-11","51.92","52.45","53.33","51.70","1.97M","-0.25%"
"2023-4-10","52.05","53.15","53.27","51.56","1.80M","-2.07%"
"2023-4-7","53.15","52.86","54.29","52.53","1.21M","0.34%"
"2023-4-6","52.97","52.74","53.46","52.52","1.39M","0.13%"
"2023-4-4","52.90","53.46","54.00","52.31","3.24M","-1.31%"
"2023-4-3","53.60","54.72","54.84","53.54","2.03M","-1.02%"
"2023-3-31","54.15","57.38","57.90","53.61","3.26M","-4.77%"
"2023-3-30","56.86","56.13","56.90","55.70","1.18M","1.52%"
"2023-3-29","56.01","56.00","56.20","55.69","753.04K","-0.34%"
"2023-3-28","56.20","56.69","56.97","55.91","897.99K","-1.02%"
"2023-3-27","56.78","56.28","57.48","55.84","852.96K","0.87%"
"2023-3-24","56.29","54.68","56.70","54.37","821.52K","2.93%"
"2023-3-23","54.69","53.76","54.82","53.27","767.60K","1.79%"
"2023-3-22","53.73","53.68","54.69","53.55","610.13K","-0.39%"
"2023-3-21","53.94","53.68","54.41","53.50","713.71K","-0.28%"
"2023-3-20","54.09","53.81","54.78","53.77","591.80K","-0.02%"
"2023-3-17","54.10","54.86","54.90","53.75","894.41K","-1.24%"
"2023-3-16","54.78","54.69","55.28","54.21","649.73K","-0.04%"
"2023-3-15","54.80","55.50","55.77","54.64","567.48K","-0.89%"
"2023-3-14","55.29","56.39","56.62","55.20","468.10K","-1.95%"
"2023-3-13","56.39","56.09","56.66","55.83","542.75K","0.53%"
"2023-3-10","56.09","56.29","56.46","55.71","463.51K","-0.39%"
"2023-3-9","56.31","57.03","57.03","56.00","626.77K","-0.62%"
"2023-3-8","56.66","56.50","57.00","55.93","726.03K","-0.25%"
"2023-3-7","56.80","57.26","57.49","56.40","806.03K","-0.82%"
"2023-3-6","57.27","58.26","58.41","57.01","934.09K","-1.17%"
"2023-3-3","57.95","57.67","58.20","57.23","848.60K","0.47%"
"2023-3-2","57.68","57.15","58.50","57.14","1.16M","0.87%"
"2023-3-1","57.18","56.51","57.96","56.31","1.16M","0.44%"
"2023-2-28","56.93","56.21","57.00","56.21","1.22M","0.33%"
"2023-2-27","56.74","56.60","57.19","56.16","1.30M","0.25%"
"2023-2-24","56.60","57.73","57.97","56.36","2.26M","-1.05%"
"2023-2-23","57.20","55.55","57.26","55.17","1.84M","3.68%"
"2023-2-22","55.17","54.31","55.49","53.83","944.53K","1.42%"
"2023-2-21","54.40","53.23","54.50","52.18","1.40M","2.20%"
"2023-2-20","53.23","51.00","53.30","50.68","1.11M","3.42%"
"2023-2-17","51.47","51.70","52.35","51.03","855.16K","-0.44%"
"2023-2-16","51.70","52.16","53.05","51.69","668.05K","-0.90%"
"2023-2-15","52.17","53.10","53.10","52.05","595.56K","-1.57%"
"2023-2-14","53.00","52.38","53.16","51.96","561.15K","1.20%"
"2023-2-13","52.37","52.37","52.80","51.69","653.44K","0.36%"
"2023-2-10","52.18","52.33","52.95","51.81","452.20K","-0.29%"
"2023-2-9","52.33","52.40","52.99","52.19","521.44K","-0.85%"
"2023-2-8","52.78","52.24","52.94","51.52","725.25K","1.09%"
"2023-2-7","52.21","52.58","52.73","51.80","1.00M","-0.34%"
"2023-2-6","52.39","53.01","53.55","52.02","1.24M","-1.08%"
"2023-2-3","52.96","52.15","53.35","51.06","1.21M","1.32%"
"2023-2-2","52.27","53.16","53.52","51.49","1.51M","-1.66%"
"2023-2-1","53.15","52.16","53.58","51.75","1.53M","2.86%"
"2023-1-31","51.67","52.85","52.97","51.01","1.81M","-2.23%"
"2023-1-30","52.85","53.57","53.58","52.59","1.21M","0.38%"
"2023-1-20","52.65","53.20","53.20","52.08","970.71K","0.55%"
"2023-1-19","52.36","53.39","53.42","51.85","780.28K","-1.04%"
"2023-1-18","52.91","53.24","53.81","52.65","773.78K","-0.77%"
"2023-1-17","53.32","53.46","53.72","52.96","734.96K","0.04%"
"2023-1-16","53.30","52.57","53.59","52.50","998.71K","1.39%"
"2023-1-13","52.57","51.67","52.63","50.80","1.58M","2.54%"
"2023-1-12","51.27","52.02","52.18","50.68","863.40K","-0.70%"
"2023-1-11","51.63","52.04","52.55","51.35","843.87K","-1.09%"
"2023-1-10","52.20","52.45","52.80","51.82","711.26K","-0.48%"
"2023-1-9","52.45","51.66","52.50","51.20","1.13M","2.24%"
"2023-1-6","51.30","50.49","51.42","50.06","1.24M","2.11%"
"2023-1-5","50.24","50.40","50.74","49.69","1.27M","-0.14%"
"2023-1-4","50.31","48.65","50.38","48.37","1.16M","3.43%"
"2023-1-3","48.64","49.47","49.97","48.38","1.24M","-1.66%"
"2022-12-30","49.46","49.72","50.49","48.90","1.14M","-0.58%"
"2022-12-29","49.75","50.28","50.78","49.40","653.60K","-1.05%"
"2022-12-28","50.28","49.49","50.50","49.40","1.03M","0.94%"
"2022-12-27","49.81","48.31","49.96","48.28","724.60K","3.13%"
"2022-12-26","48.30","48.96","49.35","48.11","683.30K","0.00%"
"2022-12-23","48.30","49.07","49.37","48.03","806.55K","-1.41%"
"2022-12-22","48.99","49.40","50.12","48.73","1.27M","0.00%"
"2022-12-21","48.99","50.18","50.30","48.61","720.84K","-0.22%"
"2022-12-20","49.10","49.55","50.00","48.60","1.03M","-0.81%"
"2022-12-19","49.50","50.12","50.83","49.24","771.51K","-1.28%"
"2022-12-16","50.14","49.90","50.48","49.60","592.70K","0.89%"
"2022-12-15","49.70","50.24","50.92","49.62","1.02M","-1.09%"
"2022-12-14","50.25","49.25","50.60","49.11","2.47M","1.19%"
"2022-12-13","49.66","48.69","49.99","48.69","1.31M","0.57%"
"2022-12-12","49.38","49.04","49.80","48.77","1.49M","-0.24%"
"2022-12-9","49.50","47.50","49.60","47.21","2.48M","4.23%"
"2022-12-8","47.49","47.20","47.75","46.90","1.00M","0.72%"
"2022-12-7","47.15","47.20","47.55","46.50","968.53K","-0.11%"
"2022-12-6","47.20","46.97","47.85","45.38","2.45M","-2.12%"
"2022-12-5","48.22","47.00","48.38","46.89","1.94M","2.84%"
"2022-12-2","46.89","46.68","47.20","46.57","1.21M","0.36%"
"2022-12-1","46.72","46.20","46.93","46.06","1.42M","1.94%"
"2022-11-30","45.83","46.03","46.66","45.51","1.72M","-0.78%"
"2022-11-29","46.19","45.46","46.73","45.35","1.34M","2.46%"
"2022-11-28","45.08","45.00","45.15","44.20","936.15K","-0.22%"
"2022-11-25","45.18","45.19","46.13","44.57","885.74K","0.44%"
"2022-11-24","44.98","44.47","45.27","44.17","673.93K","1.17%"
"2022-11-23","44.46","44.99","45.07","44.13","901.53K","-0.87%"
"2022-11-22","44.85","45.32","45.93","44.71","871.81K","-1.39%"
"2022-11-21","45.48","45.25","45.57","44.36","1.38M","0.40%"
"2022-11-18","45.30","46.11","46.47","45.27","944.59K","-1.76%"
"2022-11-17","46.11","45.68","46.19","45.30","1.01M","1.12%"
"2022-11-16","45.60","45.53","46.20","45.44","951.00K","0.15%"
"2022-11-15","45.53","44.75","45.75","44.30","1.61M","1.70%"
"2022-11-14","44.77","44.18","45.60","44.14","1.64M","2.05%"
"2022-11-11","43.87","43.40","44.79","42.90","1.67M","2.86%"
"2022-11-10","42.65","42.18","42.80","42.00","656.79K","0.31%"
"2022-11-9","42.52","42.78","43.45","42.45","812.96K","-0.19%"
"2022-11-8","42.60","42.89","43.00","42.21","974.28K","-0.93%"
"2022-11-7","43.00","42.96","43.35","42.30","1.48M","0.09%"
"2022-11-4","42.96","41.51","43.10","41.48","1.93M","2.87%"
"2022-11-3","41.76","41.68","41.85","41.08","748.44K","0.24%"
"2022-11-2","41.66","41.50","42.40","41.00","1.06M","0.39%"
"2022-11-1","41.50","40.06","41.50","40.06","1.39M","3.72%"
"2022-10-31","40.01","40.60","41.27","40.00","1.13M","-2.06%"
"2022-10-28","40.85","41.70","41.83","40.75","901.70K","-2.37%"
"2022-10-27","41.84","42.07","42.26","41.58","836.10K","-1.02%"
"2022-10-26","42.27","42.20","43.16","42.14","1.40M","0.17%"
"2022-10-25","42.20","41.64","43.06","40.82","1.91M","0.48%"
"2022-10-24","42.00","42.77","42.77","41.30","1.86M","-2.12%"
"2022-10-21","42.91","44.19","44.20","42.60","1.61M","-2.63%"
"2022-10-20","44.07","44.51","45.01","44.04","1.09M","-1.63%"
"2022-10-19","44.80","45.23","45.85","44.80","1.45M","-2.14%"
"2022-10-18","45.78","46.47","46.56","45.43","1.74M","-1.19%"
"2022-10-17","46.33","46.10","46.67","45.78","1.32M","0.00%"
"2022-10-14","46.33","46.82","46.97","46.21","1.91M","-0.90%"
"2022-10-13","46.75","45.11","46.95","44.67","2.57M","3.61%"
"2022-10-12","45.12","44.60","45.26","44.00","1.02M","0.67%"
"2022-10-11","44.82","45.52","45.80","44.53","1.20M","-2.01%"
"2022-10-10","45.74","46.13","47.30","45.07","2.29M","-0.85%"
"2022-9-30","46.13","45.49","46.55","44.57","1.95M","1.43%"
"2022-9-29","45.48","46.55","46.55","45.18","911.40K","-1.17%"
"2022-9-28","46.02","45.68","46.63","45.55","1.07M","-0.04%"
"2022-9-27","46.04","45.53","46.05","44.81","1.05M","1.81%"
"2022-9-26","45.22","44.06","46.31","43.72","1.60M","1.98%"
"2022-9-23","44.34","44.21","44.78","43.60","1.32M","0.77%"
"2022-9-22","44.00","45.23","45.28","44.00","2.04M","-3.49%"
"2022-9-21","45.59","45.90","46.36","45.00","1.37M","-0.68%"
"2022-9-20","45.90","46.77","47.12","45.63","1.41M","-1.69%"
"2022-9-19","46.69","45.78","46.74","45.15","1.29M","1.50%"
"2022-9-16","46.00","47.04","47.99","46.00","1.52M","-2.42%"
"2022-9-15","47.14","47.40","48.61","46.75","3.27M","-0.55%"
"2022-9-14","47.40","46.50","47.48","45.80","1.91M","1.04%"
"2022-9-13","46.91","46.72","47.18","46.32","1.56M","0.45%"
"2022-9-9","46.70","45.37","46.76","45.37","1.81M","2.41%"
"2022-9-8","45.60","45.62","45.88","45.26","838.66K","0.07%"
"2022-9-7","45.57","45.86","45.93","45.23","902.33K","-0.65%"
"2022-9-6","45.87","45.14","46.27","45.13","1.56M","1.71%"
"2022-9-5","45.10","45.59","45.76","44.38","2.48M","-1.53%"
"2022-9-2","45.80","45.85","45.98","45.34","2.16M","-0.37%"
"2022-9-1","45.97","46.11","46.81","45.57","2.85M","0.26%"
"2022-8-31","45.85","45.23","46.26","44.72","2.70M","1.37%"
"2022-8-30","45.23","44.96","45.87","44.80","1.20M","0.58%"
"2022-8-29","44.97","44.40","45.15","44.03","1.14M","0.47%"
"2022-8-26","44.76","45.06","45.94","44.60","1.69M","-0.60%"
"2022-8-25","45.03","43.86","45.05","43.70","1.73M","2.81%"
"2022-8-24","43.80","44.39","44.39","43.58","1.55M","-1.15%"
"2022-8-23","44.31","44.55","44.89","44.00","1.60M","-1.42%"
"2022-8-22","44.95","44.91","45.33","44.52","1.31M","0.09%"
"2022-8-19","44.91","44.79","45.25","44.52","1.14M","0.40%"
"2022-8-18","44.73","45.16","45.20","44.72","880.90K","-0.95%"
"2022-8-17","45.16","44.87","45.38","44.28","1.18M","0.80%"
"2022-8-16","44.80","44.80","45.20","44.61","917.96K","0.22%"
"2022-8-15","44.70","45.28","45.28","44.60","1.48M","-1.46%"
"2022-8-12","45.36","45.20","45.48","44.84","1.30M","0.24%"
"2022-8-11","45.25","44.33","45.38","44.19","1.95M","2.68%"
"2022-8-10","44.07","44.60","44.88","43.87","1.13M","-1.17%"
"2022-8-9","44.59","45.29","45.29","44.30","1.66M","-1.35%"
"2022-8-8","45.20","44.92","45.73","44.76","1.36M","0.42%"
"2022-8-5","45.01","44.33","45.18","43.80","1.98M","2.02%"
"2022-8-4","44.12","43.96","44.35","43.44","1.86M","1.10%"
"2022-8-3","43.64","44.33","45.38","43.56","3.23M","-2.31%"
"2022-8-2","44.67","45.20","45.59","44.29","2.90M","-2.47%"
"2022-8-1","45.80","46.68","46.89","45.40","4.28M","-2.41%"
"2022-7-29","46.93","47.36","47.57","46.73","1.68M","-1.51%"
"2022-7-28","47.65","48.01","48.39","47.40","2.37M","-0.06%"
"2022-7-27","47.68","47.31","48.28","46.80","2.83M","0.93%"
"2022-7-26","47.24","46.23","47.75","46.23","2.74M","1.03%"
"2022-7-25","46.76","46.62","47.20","45.75","3.30M","0.28%"
"2022-7-22","46.63","48.33","48.33","45.85","7.83M","-4.15%"
"2022-7-21","48.65","52.67","52.67","48.12","9.03M","-8.54%"
"2022-7-20","53.19","52.80","53.95","52.73","819.99K","0.51%"
"2022-7-19","52.92","52.80","53.48","52.39","709.56K","0.46%"
"2022-7-18","52.68","52.33","53.13","51.33","1.24M","0.78%"
"2022-7-15","52.27","52.17","53.94","51.71","1.79M","-0.44%"
"2022-7-14","52.50","53.90","55.21","52.00","3.06M","-1.17%"
"2022-7-13","53.12","53.27","54.38","53.02","974.21K","-0.99%"
"2022-7-12","53.65","54.71","55.56","53.40","1.22M","-1.38%"
"2022-7-11","54.40","54.10","54.54","53.31","1.03M","0.37%"
"2022-7-8","54.20","54.76","55.41","54.00","1.09M","-0.84%"
"2022-7-7","54.66","54.54","55.17","54.10","997.43K","0.33%"
"2022-7-6","54.48","55.40","55.59","54.01","1.52M","-1.68%"
"2022-7-5","55.41","56.41","57.26","54.75","1.38M","-1.65%"
"2022-7-4","56.34","55.11","56.80","54.51","2.45M","2.25%"
"2022-7-1","55.10","56.01","56.90","54.55","1.80M","-2.20%"
"2022-6-30","56.34","55.89","56.60","55.30","1.56M","0.64%"
"2022-6-29","55.98","57.25","57.48","55.97","1.28M","-2.18%"
"2022-6-28","57.23","57.31","57.59","55.81","1.05M","-0.10%"
"2022-6-27","57.29","56.63","57.89","56.02","1.52M","1.40%"
"2022-6-24","56.50","54.62","57.00","54.62","2.42M","3.46%"
"2022-6-23","54.61","54.46","55.25","53.92","1.28M","0.65%"
"2022-6-22","54.26","56.30","56.30","54.09","2.31M","-3.62%"
"2022-6-21","56.30","57.21","57.48","55.71","1.61M","-1.59%"
"2022-6-20","57.21","56.48","57.75","56.30","1.47M","1.76%"
"2022-6-17","56.22","54.87","56.80","54.05","1.74M","2.46%"
"2022-6-16","54.87","55.00","55.88","54.01","1.85M","-0.71%"
"2022-6-15","55.26","54.00","56.30","53.38","2.43M","2.92%"
"2022-6-14","53.69","53.34","53.80","52.61","1.32M","0.56%"
"2022-6-13","53.39","53.03","53.95","52.70","1.53M","-0.69%"
"2022-6-10","53.76","52.78","53.85","52.60","1.96M","0.96%"
"2022-6-9","53.25","55.04","55.05","52.89","2.24M","-3.36%"
"2022-6-8","55.10","55.96","56.03","54.58","1.15M","-1.13%"
"2022-6-7","55.73","54.77","55.96","54.77","1.46M","1.33%"
"2022-6-6","55.00","56.20","56.25","54.51","2.19M","-1.77%"
"2022-6-2","55.99","56.92","56.92","55.22","1.50M","-1.60%"
"2022-6-1","56.90","56.41","58.22","55.85","1.50M","0.99%"
"2022-5-31","56.34","56.20","56.88","55.82","1.19M","-0.16%"
"2022-5-30","56.43","56.16","56.73","55.27","1.60M","0.61%"
"2022-5-27","56.09","58.50","58.87","55.73","1.90M","-3.43%"
"2022-5-26","58.08","56.00","58.15","54.36","3.24M","0.61%"
"2022-5-25","57.73","57.40","57.83","55.55","2.00M","2.43%"
"2022-5-24","56.36","56.40","57.32","56.02","1.08M","-0.49%"
"2022-5-23","56.64","57.51","57.84","56.40","1.63M","-1.51%"
